Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Fully specified name:es,Short name:en,Short name:fr,Short name:es,Description:en,Description:fr,Description:es,Data class,Data type,Answers,Units,
0cb778e1-aa83-456f-8099-6b241dbfd647,,,LABORATORY TESTS,,,LAB TESTS,,,This is a labset to collect all test as set members. To be used in o3 which only picks tests that are members to a labset.,,,LabSet,N/A,,,
